sector,business_model,funding_stage,country,arr,mrr,revenue_growth,gross_margin,burn_rate_monthly,runway_months,customer_count,churn_rate,net_revenue_retention,employee_count,cac,ltv,logo_retention,active_users,arpu,valuation,arr_per_employee,ltv_to_cac_ratio,burn_multiple
Technology,Fintech SaaS,Series A,India,37801423.16942402,3150118.5974520016,0.5519736065734743,0.8133949409618723,928954.7624325486,22.714019459436745,2100,0.0226182376775332,1.3673119346131437,403,7971.197738445887,138661.15968126903,0.862113706930068,978905,481.5657933020136,318779595.6454341,93800.0574923673,17.395272859998485,0.29489517098941637
Technology,Marketplace,Seed,UK,37198652.06499703,3099887.6720830854,1.7116834072849043,0.6482087412196542,476442.29155010986,3.180612591542707,540,0.1987959309984638,0.9984296400476632,528,7586.59963364945,85196.60868397512,0.7756957006958116,878824,1689.824294590695,181199308.9470164,70451.99254734286,11.229880684107254,0.15369663095887168
SaaS,Fintech SaaS,Seed,India,48274256.0787386,4022854.673228217,1.9289808288331995,0.8278210608512018,203857.1069097329,22.610998911952137,19243,0.099871344747745,0.860663699561351,527,16257.065464350451,72782.76915296358,0.85802995050057,638256,6111.393161891314,353908400.80857694,91602.00394447552,4.476993053424454,0.050674738082483066
Edtech,Subscription,Pre-Seed,India,6008114.250615572,500676.18755129765,1.599763588914265,0.8188584290935206,298709.1918819407,13.025288407528157,8358,0.2198402215203551,0.8143822133167733,564,9380.77915069372,103828.8886671905,0.7457496760418472,520697,6716.474333872022,37608580.10938993,10652.684841516972,11.068258510223242,0.5966115411696825
Technology,Fintech SaaS,Series B,USA,23140187.139507014,1928348.9282922517,1.0683892432656257,0.5071632014274934,156831.18109553828,9.219651999405947,9850,0.0332344358331931,1.3683918774377626,209,8218.882417617182,121536.4707735056,0.972836794470477,245544,6551.527732556441,192888974.0344391,110718.59875362208,14.787469220023402,0.08132925467717515
Fintech,B2B SaaS,Pre-Seed,Germany,21610710.24613312,1800892.520511093,0.1200028277143498,0.6673003756446376,993672.1368511104,34.637348357073826,8586,0.0196958149221191,1.2234782021776929,329,18079.185237441507,7722.097110682502,0.9620447485631024,302113,8391.009863498992,114785457.93880022,65686.04938034383,0.42712638922965657,0.5517664855252473
SaaS,B2B SaaS,Series B,UK,7872307.781631511,656025.6484692926,1.0930513983029475,0.8578724289393548,576099.1512783369,16.108698948603195,15858,0.025148120968929,1.3812513928169592,269,6350.952864605439,29215.16025925522,0.7800932445153106,198337,1033.4319295312694,83027763.28976928,29265.084690079966,4.600122356768625,0.878165590968206
Fintech,B2C SaaS,Pre-Seed,USA,48797287.26435803,4066440.605363169,1.6922015782579,0.8716911756389265,144396.55165510136,29.26102265051001,16602,0.1409621665794514,1.1260973570479162,579,19441.715609204883,106020.91013343396,0.8352227490520995,898972,4618.398193228269,400634058.91412497,84278.56176918485,5.4532692620623076,0.03550932268988728
Healthtech,B2B SaaS,Seed,UK,4578686.4390346445,381557.2032528871,0.2010003662578545,0.7899349219361559,457151.4350618216,33.71258812197247,16704,0.0184422357242607,0.8945140047904877,369,4275.231901657549,146384.6676340594,0.7612371833224577,383851,9368.151623237942,31404967.220484484,12408.36433342722,34.24017012441001,1.198120311094828
Technology,B2B SaaS,Series A,USA,7764731.443634149,647060.9536361791,0.1734905334699882,0.4975621205461682,577198.3204096607,33.11081027775618,991,0.1389325320866416,1.1755937340194484,478,16051.555689342233,93050.54736733188,0.941958312173963,202266,9493.546759357265,37052142.77461802,16244.208041075624,5.7969800041945305,0.8920308313553412
Edtech,Subscription,Pre-Seed,Germany,21948294.12722428,1829024.5106020232,1.894102621057723,0.5891549111867076,775357.7493920625,20.83573084163492,8466,0.0869761885488283,1.1919151310136913,113,13522.497214760891,65779.20227454788,0.764020768745392,767744,1771.8431119658762,186176554.3295575,194232.6913913653,4.86442712687303,0.42391873093972565
Healthtech,Fintech SaaS,Pre-Seed,UK,24932620.348032404,2077718.3623360335,1.0631217163139033,0.6540964573891224,447934.13955206267,35.82889146337708,2155,0.1267073470409396,1.0867679484438986,553,1523.1499430889655,89350.53804129279,0.7638309762224911,422055,6412.328904267594,140224179.66796723,45086.112745085724,58.66168228985314,0.2155894406441297
Edtech,Subscription,Seed,UK,44848093.04237585,3737341.086864654,0.9773442878042228,0.4301654092871109,825769.2751719308,24.390063079015437,14954,0.1127607672421295,1.182762046547987,470,17153.334275172827,95028.75098791123,0.7973486177540529,435257,6751.356467279266,306270162.7617393,95421.47455824648,5.539957973386709,0.2209510066057922
Technology,Fintech SaaS,Series C,India,40624935.76323425,3385411.313602854,1.0362365137483454,0.7682865465578665,470515.27516452025,10.111339679819116,8507,0.1888489222674426,0.878693101510826,235,12611.13465912733,112343.2002286184,0.9505126083229882,198984,2798.606324417328,197343548.4167009,172872.06707759257,8.908254749885636,0.13898319334904805
Fintech,Fintech SaaS,Series B,India,9963582.414506512,830298.5345422094,0.6180924344390082,0.6646956770131438,885169.0547133965,28.098018750085608,3397,0.0520433362854408,1.0146095789155845,426,9672.417536516225,22966.467069352293,0.7765603165954682,248739,1360.0343634574886,50568763.03874356,23388.69111386505,2.374428831535355,1.0660852908784675
Technology,B2C SaaS,Pre-Seed,USA,24108042.777981173,2009003.5648317644,1.5753118307722005,0.7739950644762235,818771.634294379,17.79194089463003,1407,0.2069336998335665,0.9444518427285618,207,3691.8404130724657,70655.1963748572,0.8097768062763241,361130,2485.1784525016906,168538661.26904956,116463.97477285592,19.138204383015495,0.4075511107233618
Edtech,Marketplace,Series B,USA,6631427.509439704,552618.9591199753,0.9057023185138,0.551482314418651,381887.3845141492,10.787909666478235,10791,0.2332008033651321,1.0987591116733326,459,12931.368782148484,130208.6692143992,0.9796722984534244,471777,8908.8167187447,22332972.898432817,14447.55448679674,10.069210105132093,0.6910500955708981
Edtech,Fintech SaaS,Pre-Seed,Germany,4149584.621152576,345798.7184293813,0.0808208331082609,0.6386003166414623,504428.2428639254,16.442958799478085,9224,0.1463601643099275,1.1312976219826565,387,2351.410644592796,34551.47224972627,0.9220413941086965,836694,8493.58498551418,23827895.52628548,10722.440881531204,14.693933758095111,1.4587336967442788
SaaS,B2B SaaS,Series B,Singapore,15785962.33723225,1315496.8614360208,0.833240186318284,0.5340425524102755,614173.4102288613,33.980576688832265,8642,0.143680427651548,0.9777797782720912,210,3562.0394806996087,30082.643942979696,0.7162246964706763,629569,4088.508124225533,86841441.41200283,75171.24922491547,8.445342648776947,0.46687561805234423
Edtech,B2C SaaS,Series B,Singapore,8855566.104296483,737963.8420247069,1.6333769929455624,0.5323558553097687,915019.4800279364,7.621828354753191,3846,0.1726500674690727,1.2886843256185605,255,5668.905796440008,144713.31403474105,0.7740873294969243,235638,4356.574794010473,47719552.74229575,34727.710212927384,25.52755668044774,1.239924543616463
Technology,B2B SaaS,Seed,USA,38615282.227134846,3217940.1855945704,0.787720127736382,0.8175628955403669,228813.43571102232,3.142090597033395,11444,0.2485786653885708,0.8231865858961308,344,4318.361859427519,78318.28173057555,0.9267834062045638,767735,4012.823072213054,165910211.03592142,112253.72740446177,18.136109080251583,0.07110555899557376
SaaS,B2B SaaS,Series A,UK,9855241.787089707,821270.1489241422,0.8495951344842388,0.6397085374029456,864578.1294596937,24.194329812743785,3784,0.1756964690837203,1.3897923029215442,103,8186.41718433274,138578.69819114602,0.7688451643614164,412137,7325.17093839838,53039528.679905415,95681.95909795833,16.927881278315443,1.0527329291004728
SaaS,Marketplace,Series C,Singapore,10108067.318945546,842338.9432454621,0.411481781964847,0.6319140552314382,303641.11335790367,29.26999477165374,4242,0.2026529452692077,0.9596185235729991,545,5627.860995034445,38954.52416750265,0.737810666895746,24097,4080.2732017549865,27819630.364422515,18546.91251182669,6.92172820221979,0.3604737924000042
Healthtech,Subscription,Series B,India,1852328.8743723624,154360.7395310302,0.3657860619867807,0.719625170178085,787247.1686882895,9.960834820127529,7989,0.2301749414238741,1.3105982720312983,152,4707.690706624439,8529.8623088586,0.9428785910551234,848456,3127.422264511817,7673642.1932697585,12186.374173502385,1.811899472676865,5.1000479207346245
Fintech,Marketplace,Series A,Germany,39063833.89050049,3255319.490875041,1.8800973449740783,0.7641874828732045,452398.2935109469,31.930378578806195,3754,0.188745022676021,1.2923035663151623,318,15037.18666164032,43890.37653117494,0.7329962922536326,986790,5078.461876105497,293442562.0145525,122842.2449386808,2.918789100566182,0.13897201020639013
Fintech,Subscription,Series B,UK,39365879.934356384,3280489.9945296985,1.8306498131770552,0.5233625267397357,741792.7533478503,25.373071133986475,7908,0.1355417198270355,0.913118140324496,205,19220.400455450887,108553.6135028084,0.9570007990552056,795334,9843.434122985198,244521116.5544956,192028.6826066165,5.647833079982613,0.2261225471148544
Fintech,Fintech SaaS,Series C,Germany,49332774.46847519,4111064.539039599,0.2329252568150636,0.6061874571486123,878028.2636366915,12.373693247375009,10336,0.1018679590672613,1.3879871239340948,473,17693.89076118941,45896.73329172969,0.9156540717905994,207875,6102.992118133798,258391316.3494813,104297.62044075094,2.5939310867907968,0.21357686197789802
Healthtech,Fintech SaaS,Seed,Singapore,11085878.768499753,923823.2307083128,1.4382397306477286,0.6817616184847687,505692.9766371202,4.821928571363355,498,0.0935862120307494,1.319060139146389,451,8049.437460223279,141827.09486294512,0.714246605672604,31377,7522.086935341904,66818411.548809856,24580.662457870847,17.61950391735959,0.5473914920383587
Healthtech,B2B SaaS,Series B,USA,44296688.02583231,3691390.668819359,0.4710533413409686,0.6656463774093024,783684.5447033048,11.108091518834373,15912,0.0165237120394204,1.3751091763852714,142,14258.334225081542,95698.49274751754,0.9083185223545974,928055,4813.724828795062,218130108.27369004,311948.5072241712,6.711758276726063,0.21230062461905597
Fintech,B2B SaaS,Pre-Seed,Germany,44414128.881242,3701177.4067701674,1.632917123877567,0.574781805726017,587037.110876274,7.653900898350482,4038,0.2433630995040635,1.34173561257817,408,6776.828344528342,26201.071400045505,0.7592962057705669,921936,991.0137713463896,216438157.37860096,108858.15902265196,3.86627343471086,0.15860820662161992
Fintech,Marketplace,Series B,Singapore,3795478.400116772,316289.8666763977,0.3084570578552565,0.8136272977953682,588635.4124080843,28.555767750787968,754,0.2217220168789475,1.1830805166588445,380,10538.076839482388,107199.70437043364,0.8252699705017906,704719,4729.759279257103,17097002.530641384,9988.101052938873,10.172606064969546,1.861063139940328
SaaS,Marketplace,Seed,USA,7761224.1622186685,646768.680184889,0.5303868714772922,0.8210350758861199,343597.2696857768,25.639645693694707,5221,0.2155383113573774,0.8466468001550254,529,6291.776234304794,33276.73226342236,0.8928924066868322,765141,9106.986565059016,36419768.00589526,14671.50125183113,5.288924943323139,0.5312521774980725
Technology,Fintech SaaS,Series B,Singapore,27758850.727748755,2313237.56064573,1.262630959775964,0.70516769439509,631075.442249891,7.4576331431782945,6555,0.1719400855312536,1.20955287333013,417,1666.5969442263854,67578.98751970874,0.8145298369728042,435462,2301.442486178426,177236851.2223759,66567.98735671164,40.5490888206795,0.27281047696360644
Edtech,Marketplace,Series A,Germany,41504520.515233085,3458710.0429360904,1.1143066571919538,0.7802108425923088,483104.86367012,19.47340943893337,4748,0.1587326534511136,1.3567823648994946,558,10667.419254544162,90697.5475656019,0.9065042384433633,492066,811.3183213137197,312748877.9956731,74380.86113841055,8.50229520387193,0.1396777577978215
Technology,B2B SaaS,Series C,Germany,24725978.36377342,2060498.1969811183,0.9632250426539456,0.881099994267351,461564.9343288639,8.969186200628982,8525,0.0328450092008737,0.8003408775553668,134,8752.524087809543,115617.144613435,0.905370603983954,709619,5742.830745580926,132969131.85280854,184522.22659532403,13.209577426295322,0.22400647329132
Fintech,B2C SaaS,Series B,USA,31369296.96310433,2614108.080258694,0.6861648062199107,0.7207806629821761,424013.42453479365,28.068220726111026,3355,0.0653629900786858,1.343475111748556,566,15170.644324714489,127609.79851878285,0.9796720110673454,500459,2317.0620893801865,205546504.89729163,55422.78615389457,8.41162680947531,0.16220194862518192
Healthtech,Fintech SaaS,Series C,UK,29163992.60281493,2430332.716901244,1.9873689201343936,0.8951390435463773,536237.7667350615,24.08789793873424,14437,0.2339040300288412,0.9223163763977263,516,10665.126233060568,125092.72114456532,0.7848965814576856,938709,9857.64890496888,217150453.55491227,56519.36550933126,11.729136478178141,0.22064376741748457
SaaS,Marketplace,Pre-Seed,USA,13529611.986068008,1127467.6655056672,0.6756576444310156,0.6736414206024374,569561.827070772,19.68159303878321,15970,0.1628008671799134,1.0449938135797932,408,6804.288544271436,50270.87254500653,0.7356232693297118,749299,1968.2508792863005,59809341.72605781,33160.81369134316,7.388115923938856,0.505169101071581
SaaS,B2C SaaS,Series A,Singapore,37991120.89111713,3165926.740926428,1.130263195342876,0.4105780057116467,330034.22818998084,8.841046567004256,5112,0.0760074497512606,0.8389680675259662,395,1287.7127861138513,87677.36739584852,0.706082567597145,22722,1638.4314806470286,215631312.86464348,96180.05288890413,68.087673230649,0.10424569334583046
SaaS,Marketplace,Series A,USA,3682677.403766288,306889.7836471907,1.6153668879138203,0.8465262423766263,30796.334036543893,8.893937798004885,8862,0.2269370053109149,1.1296961676800348,410,4215.250961661345,99337.95039133,0.9029487102291244,150464,6034.325404941359,27191561.758032333,8982.140009186069,23.566319370977194,0.10034981833070157
SaaS,Fintech SaaS,Series A,Singapore,23913922.207792245,1992826.8506493536,0.7513492726498914,0.5122079463373432,65043.98435333726,14.623012287649098,9645,0.0144250726900465,1.0635071079235607,428,12951.386148707394,91950.21226697178,0.9174615620488404,522288,7145.88762710194,126385936.25548288,55873.65001820618,7.099642556495686,0.03263905458326345
Healthtech,B2B SaaS,Series C,Singapore,12353745.336591637,1029478.7780493028,0.1329760444112142,0.5117951604380235,465796.5136979861,16.659700528801828,12072,0.0524000755185187,1.2946493256100955,342,4186.696717243762,139506.36441951603,0.7050010685690505,925723,9257.12847979876,70143246.45735843,36122.062387694845,33.32134468802832,0.45245858742284684
Edtech,B2B SaaS,Series C,UK,48513058.47123519,4042754.872602932,1.816509326694668,0.8853550805981065,559317.0355836865,5.579152616217813,1343,0.1573187813941627,1.1688420465129734,510,8461.621475201986,86204.45450164526,0.743002338144112,662835,842.671342780269,337072247.2479921,95123.64406124548,10.187699219857562,0.13835046971907292
Technology,Fintech SaaS,Series B,USA,25540535.26624676,2128377.9388538967,0.6588178321980527,0.8847292918627938,738461.9850683544,15.176622258911385,9454,0.0519537726959212,0.9317477553212548,438,18862.85432622389,110387.8055183768,0.7602682494901619,464190,8609.655220847091,147643728.6900136,58311.724352161546,5.852126280003726,0.3469599884435969
Edtech,B2B SaaS,Series C,Singapore,30971164.53562225,2580930.377968521,1.8570074517585,0.5289470045738971,699068.0587741379,35.581316458585746,10850,0.0312165497681618,1.2045171154668897,94,6926.771765430802,11615.427127622075,0.8330855730074092,754605,2922.7117641103687,250227483.2942837,329480.47378321545,1.676888963714783,0.2708589370490428
Fintech,Marketplace,Series B,UK,42152325.24344295,3512693.770286913,0.9204595096802336,0.8764875807800517,657778.697923382,6.824662555535231,10406,0.2224223171744321,1.0935591144984786,173,3223.2646500601304,103442.5563313709,0.713264301884257,142068,2937.2782726467512,150388752.20188573,243655.0592106529,32.09248000453241,0.18725762646530256
SaaS,B2C SaaS,Series A,India,26141634.09097391,2178469.507581159,0.595290841749934,0.4160217946890886,622098.3844044821,15.332694095117594,6580,0.0360800729930244,0.8082664131764302,392,5116.226108128796,69025.55112611377,0.8103401527671708,764888,3840.592677508957,158282212.4671098,66687.84206881099,13.491497378593987,0.28556671655928867
SaaS,Fintech SaaS,Series B,India,25805155.50462483,2150429.6253854022,0.7224209558277338,0.6106400638416274,118281.65052534523,28.83307866640529,446,0.2361770201940454,0.81336129237776,588,15324.11253230949,43436.33070883352,0.9205155637617006,601572,6360.315002586382,116510152.1735342,43886.318885416375,2.8345087271613276,0.05500373001239074
Healthtech,Subscription,Series C,Germany,22302394.27524761,1858532.8562706343,1.1166261857775257,0.4733716166038262,349560.11381881445,35.59236577596324,3809,0.1186019035658521,1.3055927730309176,14,6613.245001841911,72489.97691051784,0.9738528088206344,291442,1396.1209902503406,144773167.97891104,1593028.1625176866,10.961332430649104,0.18808390319246124
Fintech,Marketplace,Series C,Germany,25252788.93757109,2104399.078130924,0.2268684438754387,0.6118275602753025,931503.4088651215,19.57962878982097,5323,0.2430724364325587,0.9553013823424398,529,17218.70967782464,67789.60082850783,0.778256464599653,504792,8569.206097837028,73255828.6105858,47736.84109181681,3.936973332897971,0.44264579781723723
Edtech,B2B SaaS,Series C,India,9405516.408317609,783793.0340264674,0.6377312416043621,0.41553480003492,404000.95571185165,9.606053209300365,14290,0.0535171501038045,1.2048876514435218,409,5416.8134781484905,53927.45728405877,0.7976809825729912,303813,4718.4417050695965,45070748.81754883,22996.37263647337,9.955568435502343,0.5154434119380158
Healthtech,Subscription,Series B,Germany,10770157.98177209,897513.1651476742,1.8051779923801807,0.5713251480168203,58199.78998657398,19.321807391156945,11443,0.0397451330658106,0.9430798662294456,408,2788.885904851108,121234.68942875131,0.962334040676667,747237,6104.667794038653,85873788.7580492,26397.44603375512,43.47065228372035,0.06484561145907868
Fintech,B2C SaaS,Seed,USA,17142759.28386098,1428563.273655082,0.3675702749232698,0.6595836174571608,542584.8136350741,8.871112113772767,8993,0.0133899360344377,1.356601041472533,369,5438.570700860981,6894.47105013858,0.7303098436129599,759577,2811.671069199848,73700407.8416489,46457.34223268559,1.267699075613215,0.37981153767647396
Technology,Subscription,Pre-Seed,Singapore,18993184.27898248,1582765.3565818733,0.80107708784414,0.5695038703014396,341365.40586009,5.96113216546129,3866,0.0160491873102789,0.92126858009388,178,19818.033357912216,139350.40008354202,0.8411814195505751,756771,5365.056172201549,89683391.75287934,106703.2824661937,7.0314948797836845,0.21567657166650392
Edtech,Subscription,Series B,Germany,42229190.64336398,3519099.220280332,1.7962339255339246,0.6171746241126479,771538.0567450536,29.611158050263995,15289,0.233018138561476,0.8566049015837933,188,19886.529747433,115743.51700567154,0.7261158534908115,276927,438.3761681897756,251086679.26425704,224623.35448597863,5.820196810386789,0.21924305296614877
Edtech,B2C SaaS,Series B,UK,42857333.55663687,3571444.4630530723,0.2408723964189764,0.5379619210204066,425893.97116081713,4.401112443327243,12052,0.1175718610170798,0.9591280736675396,582,8617.032113447669,132032.34828966507,0.7756954717477389,393038,8948.056974291094,125716582.32140803,73638.03016604274,15.322253248147524,0.11924978130465982
SaaS,Fintech SaaS,Series A,UK,20945389.989505697,1745449.165792141,0.5518760104575349,0.6513396623980334,168765.69841725464,14.613688119757882,12171,0.109217978653566,1.2943474166304778,341,5283.090878396291,145495.9652458205,0.9197221658383784,497072,8397.55189282001,112179048.80928348,61423.431054268905,27.539932322721377,0.09668897938981987
Technology,Subscription,Seed,India,40929544.89610014,3410795.408008345,1.189116190907427,0.5317246571784529,931006.992567028,6.801139759370603,3407,0.1453269768331153,1.2326243328000352,159,12037.549457482832,122569.28110400104,0.7189076480370549,59319,5171.2054139556085,246771859.4318865,257418.52135912038,10.182245276492635,0.27295890875808
SaaS,Fintech SaaS,Pre-Seed,Germany,46858866.39045829,3904905.532538191,1.794720734343727,0.4929872099378546,336800.56667780253,22.39195416355042,6675,0.1162374436384619,0.893774793176585,432,2262.1995772968576,149965.03520023724,0.8274985940041764,314818,4875.522445828233,343175471.83753127,108469.59812606087,66.29169093004302,0.08625063112829824
Technology,B2C SaaS,Series A,Singapore,46488646.16743879,3874053.8472865657,1.8976114378373303,0.5573587237326817,368061.5892539944,17.930857749547016,2289,0.1098788032161497,0.914027129575758,332,5215.490493971746,106085.58901217008,0.7188035897657924,898426,483.6381821314517,316112307.1006763,140026.0426730084,20.34048171208205,0.09500683360707265
Fintech,Subscription,Seed,USA,4791657.988224635,399304.8323520529,1.9022101908359332,0.7742572334465477,878741.8883652833,7.50352828346886,17012,0.0984025994095225,1.122303588996091,195,6077.996013046803,10033.980586221363,0.8032859466064918,543619,3920.620785485827,32670285.89787476,24572.60506781864,1.6508698861734674,2.2006793235863666
Healthtech,Fintech SaaS,Series C,UK,19468876.345445447,1622406.362120454,0.7234976166805096,0.6669528163611864,776423.3300270472,15.502642559482588,12542,0.1510046782134017,1.3797215752209055,183,18213.99201504738,119257.2210142076,0.7164412308620419,522219,4348.0788275456425,103135936.56695598,106387.30243412813,6.547560848587391,0.47856279915734357
SaaS,Subscription,Seed,India,4729994.160924298,394166.1800770248,1.1459178906900922,0.4632818960619801,756489.1690738056,19.75334091623867,1628,0.2186468384508456,1.1773688102976665,435,12326.298719212997,113430.97402050506,0.9358874004067468,524938,460.6589372605447,31263232.60872852,10873.549795228271,9.202354786656294,1.9192137918224705
Healthtech,Subscription,Seed,USA,32455044.49164772,2704587.0409706435,0.8694338341132544,0.4940521140606757,352243.15340142994,26.22466391982741,17208,0.0590462908507933,0.8561497672030237,299,15331.364921686312,30769.444668061755,0.7818472321603976,888084,9723.494753595767,172410177.6285956,108545.29930316964,2.0069605560388286,0.13023916334192526
Fintech,B2C SaaS,Series A,Singapore,15026344.69390946,1252195.3911591216,0.1270710564459494,0.7642409334509657,62311.72055574685,3.160292146650208,19111,0.23772970171579,1.253901828636386,439,9538.475774362698,73420.74218457009,0.8221181983417495,92847,5264.970720439818,58863919.43582582,34228.57561255003,7.697324386136065,0.04976197883787662
Edtech,B2B SaaS,Seed,USA,49750969.92445813,4145914.160371511,0.2035494152716884,0.5923417363306707,197092.07185147327,14.619975639542613,17963,0.0789935244516215,0.904722278976073,65,10026.51710801887,137967.59175036664,0.709125884109164,764194,763.0823300067002,193229200.01799285,765399.5372993558,13.760270916011784,0.047538869409156324
SaaS,Subscription,Pre-Seed,USA,49302884.17952352,4108573.68162696,0.4574712345949974,0.4990588707060454,582167.8554197949,19.43394359617417,16644,0.1004164667700512,1.2960574159369682,350,2943.8949185607644,64830.50423037838,0.8931333175643443,210906,3758.758902931901,251524501.0363052,140865.3833700672,22.022017097700367,0.1416958537273357
Edtech,Marketplace,Seed,Singapore,3549994.307059113,295832.8589215928,1.4693677393971176,0.5440299843610703,729270.384388001,5.191143208428061,3414,0.2170114720979981,1.301318118866655,49,670.3788278522932,9387.033134316684,0.9390164484810856,89384,2423.564541613768,19807729.19473117,72448.86340936965,14.00257995078711,2.465143280724222
Healthtech,B2C SaaS,Series A,UK,24496025.243386462,2041335.436948872,1.026288639289476,0.8945459697499512,167126.96561427196,30.413229978615732,18900,0.1246357046975129,1.331800894359814,35,13371.2365189616,103096.9782855538,0.7737288390318159,827555,3729.1525286406,209555661.78297508,699886.4355253275,7.71035484559361,0.08187138800866166
Fintech,Subscription,Pre-Seed,Germany,15343482.557321386,1278623.5464434489,0.5391631387274882,0.5825236234423792,166942.64837537945,31.779441966117936,6544,0.1545086540400225,0.8802718553563134,273,16983.796066359868,36392.81513578657,0.7421681664144338,694012,185.31084562414532,53037822.39497912,56203.23281070105,2.142796286153631,0.13056434698057784
Technology,B2C SaaS,Series B,Singapore,2339528.091566202,194960.67429718352,1.5087383702057906,0.43593108292048,600290.1684055935,27.95048432013185,16888,0.0126243330665592,1.1571136112752556,218,19826.64363717255,39384.99600293587,0.7530575576124204,504198,5597.030637010555,20461360.627393216,10731.780236542212,1.9864681447692831,3.0790320692600597
Fintech,B2C SaaS,Series C,UK,44637820.59027485,3719818.382522904,1.6212567617674876,0.5236335415397222,564759.8567782459,12.81459465008814,15063,0.0891484910923605,1.3591666215379976,325,19496.89018237189,63119.96797109293,0.8504825205391134,682054,4922.442657172575,295341492.22015804,137347.14027776878,3.2374377339501472,0.1518245781653477
Edtech,Fintech SaaS,Series A,UK,3461977.8261370114,288498.1521780843,1.866350762152334,0.4619218409716854,214021.13148856896,28.255600389975005,16758,0.2260667439076982,1.2354205824335214,62,1558.6929707554063,104085.21213156228,0.876855991807969,262471,8299.158739644425,23976909.245549053,55838.35203446793,66.77723841990404,0.7418457618281655
Healthtech,Marketplace,Series C,UK,34893955.72531346,2907829.643776122,1.91609459003002,0.6937608902644372,671057.9710655689,17.425225392593426,6456,0.1914689943383378,1.3986004354031816,301,4207.624534174493,81376.22604099404,0.8347851112332643,160809,5758.540866616516,196128261.29703465,115926.76320702147,19.340182418857268,0.23077623288623253
SaaS,B2C SaaS,Series A,India,29301048.43011764,2441754.0358431363,1.3318012254483285,0.7601080145013319,648716.2592740394,29.07802412785136,15972,0.1390018390089291,1.1637178573326863,376,2203.6286617159803,41700.32456810248,0.8476719385842767,976451,6822.610407251132,218455156.1963362,77928.32029286606,18.923480753617607,0.2656763333863142
Technology,B2C SaaS,Series C,Germany,36727426.33345728,3060618.86112144,1.663509662392057,0.6967281362949866,599535.3575566756,14.173517625956864,4442,0.1171000050787142,1.3184650122892072,26,10491.122461977691,55866.62555100727,0.7141063267207952,723458,1515.7732731312126,250088309.3417351,1412593.320517588,5.325133297555255,0.19588697082556697
Healthtech,Fintech SaaS,Series C,Singapore,25307154.40345156,2108929.533620964,0.5079383183555006,0.452875068730757,351539.41411090473,29.919110973184875,17109,0.1954013934453792,1.2816229856761272,233,2394.2512400343417,91690.30314139076,0.968546897743911,187568,604.3464811299204,142604651.82988665,108614.39658133716,38.29602407977686,0.16669092471161093
Edtech,Subscription,Series C,UK,27657430.705166083,2304785.8920971737,0.4628951504134435,0.8097253777723187,508628.0376242839,4.117967239704365,10447,0.1739235895477594,1.3702977618816234,300,5688.523176168688,8945.437655067757,0.9632983955106904,829235,9376.920976309044,111705552.17115772,92191.43568388694,1.5725413043131262,0.22068342199086982
Fintech,Marketplace,Pre-Seed,Germany,21046291.81822806,1753857.651519005,0.2829244500609656,0.448376449180548,248077.5037426637,30.60914463141596,7210,0.0644076764595305,1.1291684355933245,91,4459.598117949833,25317.79602295028,0.8577285476754294,808224,6298.976929820645,118244549.91604984,231277.9320684402,5.6771474364576555,0.14144677222111235
Fintech,Marketplace,Pre-Seed,UK,45134249.37440364,3761187.44786697,1.6667207875050103,0.7156429586530426,627743.7243162364,24.09401777790455,18269,0.1757189322922751,0.8098893203576942,25,11794.95447701848,117438.41007096085,0.8056389149371816,958113,222.73241776638,294229385.7381785,1805369.9749761457,9.956664970583832,0.16690040925033928
SaaS,Fintech SaaS,Pre-Seed,USA,17051881.00268763,1420990.0835573024,0.537160871228958,0.6637724372485914,387772.5768996242,35.00775214064369,8891,0.0867197362305008,0.9763762825547426,107,10957.521689471949,75392.75828914804,0.8802473303187964,758438,2923.688746389287,90190081.80289447,159363.37385689374,6.880457134899934,0.2728890098436686
Edtech,Marketplace,Series B,Singapore,23239614.42702998,1936634.535585832,0.1104398375382122,0.7088347302768194,684744.396233674,27.64214658965554,5255,0.1339778811623229,1.162366798987176,197,1016.8100436299384,15892.826510402443,0.8833988587764099,396367,9955.997465899183,119183103.71058851,117967.58592401004,15.630084114498123,0.353574401184857
Technology,B2C SaaS,Pre-Seed,USA,41356063.91789255,3446338.659824379,1.113149557384148,0.7099579900920525,702790.4463690623,31.34588623988321,18582,0.2322837271059672,0.815610442130942,77,16756.75506896395,12434.323557394891,0.7544958992493782,353125,4508.041384806803,255456427.17209643,537091.7391934098,0.7420484160698358,0.20392379151875792
Healthtech,Marketplace,Series B,Singapore,20178307.070291974,1681525.589190998,1.546939013762546,0.8465651530350162,659515.9067317402,7.105542827975288,9027,0.0808937907303641,1.347990978099368,300,8255.745619938363,141433.18826578872,0.966186155611456,89190,4170.911452784036,158937321.10119465,67261.02356763992,17.13148572846224,0.3922128280242475
Healthtech,Marketplace,Series C,Germany,1675908.4015806257,139659.03346505214,0.3311064403966489,0.7070994017717996,247901.21719420236,24.9797258758819,1042,0.2227949339506771,1.2915556313359915,213,9958.188441361888,116161.3679771338,0.7759186081458253,135641,2055.072313446454,9286760.250660991,7868.114561411388,11.664909602900375,1.7750460607063876
