sector,industry,country,annual_revenue,ebitda,net_income,total_cash,total_debt,total_assets,total_liabilities,shareholders_equity,gross_margin,operating_margin,net_margin,revenue_growth,employee_count,company_age_years,free_cash_flow,operating_cash_flow,capex,customer_count,recurring_revenue_ratio,enterprise_value
Consumer,Software,USA,153066946.36242852,9165787.223648073,20902378.102781326,2637173.6403157846,388587.02218232286,312278252.4149045,210611969.80542758,101666282.6094769,0.6160766762500208,0.14432803812487574,0.13655709870430902,0.14441809982434917,4364,14.33645935019268,6057275.628849314,8391970.023767486,7939850.620319304,2186,0.808308072450985,636950375.2344348
Industrials,Retail,UK,94449566.90457068,13036884.910353241,6233263.673875121,9139588.01552602,61126084.27370324,155245890.11737636,102403727.3473648,52842162.77001156,0.217925843785858,0.06339560262639798,0.06599568296774769,0.11130943317213764,1935,5.05053817535341,6927341.719643167,15553197.576584827,2326025.7789686685,620,0.5162766019161382,319729919.45575976
Technology,Software,USA,191483962.7132306,49152131.35936818,8075431.757494611,21705435.969152547,55180947.875526965,435817872.23816246,167696530.00865343,268121342.22950903,0.512260079501564,0.06382798900145231,0.042172888230794056,0.01812763524473157,3493,29.659473895943833,26740233.254750345,52193303.73867435,2804834.018330461,354,0.7762930203674929,802891760.8151528
Financial Services,Retail,UK,32862962.426085632,8656352.197777804,1891347.559239097,27639529.23398034,34099536.25440454,70734023.25252084,31437676.562676348,39296346.6898445,0.47536346236369836,0.2478183878999805,0.057552558248303326,0.010051822699702832,138,33.566749672345395,3686522.891157437,8126794.526573887,2367560.785369809,569,0.6166931574295197,104369921.93863308
Industrials,Retail,India,186457626.43203,33629647.142890945,17518900.164669164,16681468.417910973,24438448.989693608,228680940.24038693,87475861.872963,141205078.36742395,0.28246781286373335,0.2244208604007148,0.0939564688229869,0.1908477567333709,2880,28.366654699942053,27705220.963972628,27534873.417507127,3830220.319476847,677,0.007755531420376849,490148217.1432891
Consumer,Manufacturing,Singapore,27215759.62575692,6450617.832619796,857240.5415893542,29810574.832731508,60486022.59425903,38391842.605946735,7888270.56709961,30503572.038847126,0.5273541436689843,0.24824892562800555,0.03149794653455361,0.05304696913539829,4936,9.2006685331142,2979946.4199074944,6306303.384528687,1408447.0480480625,1114,0.6777659462584588,112920544.05818146
Consumer,Retail,Singapore,127397206.124325,24074167.3884193,8610256.54752396,16824376.287799373,74555549.53839971,249599541.2938373,171548568.30719113,78050972.98664618,0.4293018951953095,0.1574875146707953,0.06758591345497279,0.14484616796656868,1755,10.994675792010927,15980869.988072056,17662907.321618725,9580567.37960207,545,0.11145931374903373,358669440.0786193
Healthcare,Manufacturing,India,450637659.30962765,104288929.66676341,13960455.97456961,34746429.53363982,50530283.373705424,940703426.0516673,577684963.8530092,363018462.1986581,0.5950928097452353,0.1672352590541944,0.030979337137417427,0.07898532743271107,502,28.496399149537307,91616343.00803061,103638259.59036806,25462893.747086506,2069,0.680508728768767,1943820806.150175
Energy,Healthcare Services,Singapore,105190613.35436234,19445477.84282052,10205599.993751833,28792704.33308258,3925923.817941843,156446840.9739075,76891921.92308937,79554919.05081813,0.5218552432177295,0.18146679235367474,0.09702006356186532,0.23808641160106553,962,32.02923990479853,13852575.676541064,18837881.161081094,5515538.325298929,3211,0.09107403007799912,341544485.095825
Technology,Software,USA,341130520.3625566,24766764.731652148,39149500.33410026,11476030.388036398,58721324.78309783,752755474.8854741,373914824.1257092,378840650.7597649,0.5252494353634404,0.11771828864216281,0.1147639920711047,0.12850000846452375,4367,34.836117444983124,18863858.124003027,23773043.61620757,12204376.591093257,1658,0.1287066611937466,865019393.431377
Energy,Healthcare Services,Germany,472351105.30275595,83269996.36738017,27195343.815651517,5734631.8043449465,27064441.968237124,1032910038.7063689,404561317.53100145,628348721.1753675,0.6248781933123275,0.21054099522537578,0.05757442612147698,-0.005671692120518351,4618,38.44565040810221,50051016.565154165,60410054.51027669,35252124.29208975,3047,0.7952996534152347,1709420011.646427
Technology,Business Services,Singapore,410628123.99459547,71716205.79687782,10438350.5542057,34309240.34422539,76039701.58421649,907305766.8074629,307212888.94215584,600092877.8653071,0.22932879671333736,0.23807028250763612,0.02542044722280904,0.32482508995188053,1074,22.231782149089035,51718766.15992798,66789304.63560672,16172003.804622572,4361,0.08707760852498642,1280706135.0061347
Financial Services,Software,India,77186988.8641616,8233896.023423386,8319078.543303347,11148995.294874582,13056534.777422968,135666754.69873065,52102360.69102174,83564394.0077089,0.5443876072122581,0.23244106808173526,0.10777824949155321,0.01039725257402705,4814,36.29461876207091,6706868.887118952,8362698.518471248,4122577.6087174336,4568,0.5752913939428514,259305029.02673143
Industrials,Software,Germany,294873861.925462,72352155.60312684,23697565.705447607,1113662.0888319,40778772.79011551,490146175.2026801,205123549.17573568,285022626.0269444,0.3868443797891422,0.09996521756194442,0.08036509424981811,0.16101794979887307,4791,16.26056930835278,64029193.50467753,56902340.661980204,9547010.050810207,4689,0.48897825861236127,1097350149.4468255
Healthcare,Software,Germany,475250876.4342329,57650436.53633258,62183464.801829614,1739490.048756589,20991077.81868996,754852153.3027685,162668672.0736278,592183481.2291406,0.5397182033045014,0.18566212168034163,0.13084345108079945,0.24869268593521865,1255,24.94989726918781,34476841.93107156,41544433.241658226,8077663.2584069045,2587,0.5894963317813178,2024239112.480845
Healthcare,Software,UK,376749332.6768661,96709182.8159082,40399879.88678314,31185841.0191132,55737995.621964276,851544900.4602084,222376495.98439127,629168404.4758172,0.709400207951175,0.055203480710314,0.10723278419562242,0.2844799003831101,2796,4.916136209268496,48094840.77498013,67884727.82827817,15510004.994410887,4336,0.1493936203383246,1332672027.0085156
Consumer,Business Services,Germany,384992211.1858771,105211663.41204908,47897173.69656552,6658314.241962932,23631263.57678805,905748500.9924654,221335267.21260408,684413233.7798613,0.4237707116649546,0.23850092384669624,0.12441076028273311,0.33026593658779424,2192,27.3610817477543,66112147.44429759,113284582.72315302,4701021.755357064,2061,0.1297414340292226,1473045306.7740545
Energy,Retail,UK,178855349.0933427,48588092.659920424,27021734.726239465,24895471.10340472,61831606.96758862,225524863.47618797,100838907.03887081,124685956.43731716,0.308615128524803,0.22217723370419878,0.15108150168959783,0.2792270466273659,3336,36.281687399542044,40752703.49930396,57324140.91047431,4647294.44027648,2925,0.5140918722167979,708310875.8543905
Industrials,Business Services,Singapore,174588166.54188752,21323893.43595966,10232663.78328033,4580185.478127778,39725191.77177499,403158094.82488024,207657052.65637973,195501042.1685005,0.48653659801567545,0.1357185836501833,0.0586102940764046,0.13576065052687675,3083,33.271563333337696,10644705.958646465,22567319.054290194,11033788.948368877,1054,0.5173821378249609,657789332.5398302
Energy,Healthcare Services,USA,366058177.5016556,91400135.43264064,46245137.51389683,42393979.341003485,79447909.01741087,554313424.9293346,336444880.10624343,217868544.8230912,0.6095188677349185,0.1405740331424036,0.12633275352437026,0.32077959989300475,4410,16.9881853237586,62401884.838151425,68821667.69136196,9445861.699565157,1581,0.3568974505459626,1380157227.4918919
Financial Services,Logistics,USA,248347115.4772399,62447935.262377396,40536770.553998634,3970664.386187102,45985658.49920924,395955880.5759659,200805431.62784696,195150448.94811893,0.44600162779954805,0.12972896417068303,0.16322625884379832,0.1387522849717957,1560,21.037362019207517,39721397.16086497,69249617.92943846,15446038.099744817,2914,0.30724064476307356,940779891.6549511
Technology,Logistics,Germany,293427818.5567256,35601009.90030822,40571551.884809375,12319873.80325482,53712281.93384255,362005396.03332543,164919479.46187556,197085916.57144988,0.7217555573539056,0.1262615076912869,0.1382675715082756,0.3002953943852831,784,39.503894085747994,29813190.824926123,27873206.013368525,19770014.81798774,2720,0.35397169532937706,1150570469.9863918
Healthcare,Software,UK,268706511.5322497,39490722.85881448,40297246.84093765,35623140.99543694,37472425.56925387,622653009.0687252,196119514.4258252,426533494.6429,0.2937153300372437,0.1785607528667163,0.14996751143524575,0.3387977370807081,386,11.487474399485407,18550744.315525163,44635644.43302367,6945479.646561274,1243,0.45286067405239905,1106233461.4313817
Industrials,Software,UK,258583076.13894817,65127210.41006266,19870828.465649117,20811897.265502557,13435038.447909093,532522339.37100613,315441979.89727277,217080359.47373337,0.27516482642835666,0.12869141479766436,0.07684504632844431,0.30716199814507317,2791,2.102876399679912,35779556.59120254,63663225.129593484,8633202.017889816,2765,0.4140337364128914,928340005.6205842
Healthcare,Retail,Singapore,354814481.0500468,68771469.06940065,12382135.846518816,42298226.40119588,13998226.998999055,745174419.1061031,283376832.30738163,461797586.79872143,0.6305187414308564,0.09125458068106916,0.034897492937364945,0.02466484147817191,3858,3.2515685585376986,35255602.110504024,73035721.45206195,24346249.71113806,2490,0.07270682754402939,1147259860.8257763
Consumer,Business Services,Germany,350722134.51652575,76646207.41387688,36480333.82935368,32812967.61232009,73528773.16532841,340511702.1478806,121863090.34418075,218648611.80369985,0.23985023547772952,0.23896103438880772,0.10401491733517822,0.12810618639975518,4351,27.66308988569516,62892814.42753661,91630550.47035079,7479069.56986158,1504,0.7986806083230628,1201190621.5716934
Healthcare,Retail,USA,180589033.9922924,38311818.70515103,18464815.42354811,13357241.478288528,10817708.960318884,180374186.5416416,45393225.51349181,134980961.02814978,0.5507845220740177,0.12028217027990762,0.10224771136621837,0.036653375282348966,3813,28.10028349912574,25652986.41623399,44728240.28196985,6678001.20192509,3462,0.7522766741423637,586240651.800786
Industrials,Business Services,Singapore,424066117.06246936,82657347.53210424,51007762.53416858,17987832.697128866,54358817.46064831,894640477.5225251,625455898.0164359,269184579.5060892,0.4708546043502382,0.062260813154688455,0.12028257029234571,0.18834318029239405,4942,6.522917699322407,43178753.64730571,71448180.96765932,25941011.15401482,3988,0.1491776521581173,1187506864.5913284
Financial Services,Retail,India,348285185.05625004,20892449.795307044,8542310.245899197,28154377.675515275,22602752.102936883,631940758.6048126,263710197.95728675,368230560.6475259,0.7078219092706401,0.10756180299227358,0.024526768902098334,0.2216581473755574,3056,38.32270029917916,18602192.997946672,22345254.647570215,14824714.67299212,279,0.19799409539453522,1160649769.0578482
Financial Services,Software,Germany,228351570.60784653,37837794.61191882,34760974.94066291,34350311.87453679,51453403.48320441,434942747.84911203,145808049.33861384,289134698.51049817,0.4044411929062437,0.05913245708734123,0.15222568799563346,0.2647764543248495,1125,18.453932176452927,23426104.318039704,31128326.207996227,5631129.111535914,1859,0.2092977136833082,673890948.6281471
Energy,Manufacturing,Germany,191352370.03115115,27757363.53888519,17032451.46555261,40844718.75870065,25666951.67518537,399670339.53407717,267688170.66774067,131982168.8663365,0.5634775077586397,0.13633621623540493,0.08901092504252661,0.24911588925866585,52,17.74823630210935,18393183.28162541,23839721.653082117,3309920.5176121946,2294,0.3733668049735487,575185883.1387017
Financial Services,Business Services,USA,465702034.69679517,27502305.05215445,55620351.79591726,23157891.739178825,1620890.2563311334,570127286.3496472,147801294.96867752,422325991.38096964,0.3192367801522946,0.10491404869218364,0.11943334504031107,0.11052253415287851,2793,22.10349695257783,11014535.578343406,21477503.80381253,7707204.277974991,1580,0.29616738336114284,1403373703.0277812
Healthcare,Logistics,UK,16993530.273354508,4848963.247435191,634356.5792711412,6779508.024104983,11723746.12081124,41942923.1576036,21341822.626999285,20601100.530604314,0.5356594734371178,0.24733964030370592,0.037329299390239046,-0.014624492290138097,1971,9.752499569053555,3450210.7096223235,4412759.1577070225,626664.0763419105,4872,0.8381189956315164,59590939.515645
Consumer,Logistics,India,326143577.42483443,95226319.87613215,9528665.569941001,46181785.96479693,45424910.82834746,651463542.6020781,178886736.9878158,472576805.6142623,0.49336308695706776,0.18470274294504874,0.029216168060635966,0.1324989229550727,1908,7.889436768030155,49713808.51643518,107338764.5207966,4048410.27863876,1396,0.8994510328630742,1188699341.8641064
Technology,Logistics,Singapore,338701428.9421016,22014816.79647676,38736062.22807698,34358005.126272276,47051707.849125616,481231730.4134365,264023529.0248394,217208201.38859707,0.5268619354076013,0.09152743441878396,0.11436639741693742,0.1752542174340439,3595,27.3396648562371,13999128.519295283,18950179.312198885,5423299.019825874,4410,0.22016441948312584,860508768.7408532
Technology,Retail,Singapore,408363591.62925947,37635286.99240623,26697253.27948425,21204727.301804155,25952453.131328408,880920462.2772915,598009952.309889,282910509.9674026,0.6814119660079667,0.08071557338955132,0.06537618393689183,0.2606754705397161,1127,7.621982705579034,32241794.836415622,36089955.30593711,13699241.165542243,3445,0.010628179361104152,1119056666.729896
Consumer,Retail,USA,399644785.1747526,116875488.7582034,14435906.337484242,29812847.803530637,20572037.922462128,688588324.4617088,248048411.25019586,440539913.2115129,0.35590605263384667,0.1647690604049195,0.03612184337941969,0.023327264747816115,1291,26.730866071673322,54240866.72992137,136194672.25290343,18144164.57271123,2350,0.737575174695908,1624720217.289256
Financial Services,Retail,Germany,438174449.04542893,89125278.31051312,28268712.528189924,5425727.32184013,48500049.55601132,399965534.73549265,128247639.1636864,271717895.57180625,0.23338895153105146,0.15977751780131344,0.06451474427542234,0.014135249977147199,3586,25.195478138471984,70893148.7713398,99012868.80577786,13876128.41981988,4569,0.5067096840777231,1453695975.7305539
Financial Services,Business Services,Singapore,108993126.29264912,32132351.835509036,3890266.8427942926,41546446.4895544,47527678.956095025,132563224.48732619,75937186.15102443,56626038.33630176,0.2464644926223896,0.20488356688975662,0.03569277233454919,0.18599408889720537,2679,5.0212113975100685,24916009.35263561,27199006.091373865,7874876.488233516,562,0.6858657189271584,477142904.618952
Consumer,Manufacturing,USA,474333103.8348428,34574120.29764116,34240220.21054072,12116277.14034891,31460010.752053335,978058501.9010878,427530194.74352664,550528307.1575611,0.5139018333661355,0.11283097761566847,0.07218602272057056,0.006515706834840214,3550,12.143478659633685,28690993.19538289,34615902.467764586,17293808.878392484,2350,0.058011689209417884,1082846680.286186
Healthcare,Software,Singapore,492755458.27326995,111621255.55192621,58561891.91745311,746755.7820764085,14744800.16718859,926587316.4385266,361239019.14995104,565348297.2885756,0.7083542110234835,0.2029448438283516,0.11884574982216867,0.12895362912164798,1957,39.06536430539642,70376131.44004077,113994652.05171548,36614944.820310295,3750,0.22380719583255596,1810700606.316127
Industrials,Business Services,India,392504886.75261325,79934230.45891199,38970070.884791836,31058681.446321458,12133096.702355566,457845256.71917325,153355118.55484855,304490138.1643247,0.5287786373465211,0.1383802147490141,0.0992855686644069,0.0477903369943358,3249,35.546754621494046,46918269.4613743,73780562.43969181,15181726.09325621,3259,0.65846431388721,1407818048.967135
Consumer,Healthcare Services,Germany,482186782.6680995,122446946.9566304,65466256.77639156,43520047.59066719,72544580.28844403,662395654.8331735,334827317.8995543,327568336.9336192,0.5348442950630768,0.1034599337621194,0.13576949665468852,0.03878090057882687,1139,27.053939444825208,96789351.91873777,132301047.42934547,15497134.286018364,578,0.184733865418682,1490189297.488381
Financial Services,Retail,Germany,438037461.3656568,122218839.54486094,68352233.49606079,48246769.619597405,37239999.7735246,385781758.5986863,93274705.5768972,292507053.0217891,0.41465187797478875,0.10153741825459946,0.15604198162175673,0.017976236544426913,4597,38.22174343132865,60829513.477884695,144180298.354283,27709688.602245003,1459,0.6084170640804405,1534105230.3208864
Consumer,Business Services,USA,97412598.54922633,27706710.641725317,6652007.726250364,13131732.358530337,56893023.8555326,186638917.08931097,79442754.11944814,107196162.96986283,0.5478454290799325,0.08189861435217123,0.06828693439369497,0.219331322960782,4059,12.367767113705378,13329420.521380765,23999236.00139406,3232887.844490171,1360,0.40876111053204234,339344841.0651876
Industrials,Business Services,Singapore,68794315.31188521,15287765.26184382,11765997.700531986,21626383.272386722,72088425.05205414,66533610.61902227,14735785.15026855,51797825.468753725,0.5967528826326121,0.20220431459629934,0.17103154013801544,0.2872232963863005,2717,4.159071779199294,12053692.447962737,13579653.56278381,2148696.4855278516,2979,0.8964141795922743,263412985.21134195
Energy,Software,India,321549745.56781113,75168719.7344598,43047388.323693655,42992507.01112253,14703365.588488664,257690560.52100173,128655683.01887408,129034877.50212765,0.3946222516278337,0.07475746622342755,0.13387473918748743,0.024455501641695535,2424,4.668868093694723,32206534.163776014,87046364.22357528,10240456.630876785,1665,0.8840076277262264,1458830321.4203186
Technology,Retail,USA,302398420.11789924,67332566.9474074,10702049.431788065,9833723.892410623,6131092.91607052,552490425.728922,383039146.9038942,169451278.82502782,0.5695914957118678,0.19215230700438596,0.03539056000231597,0.3438340166173124,3580,27.764439058528254,28285790.993492253,76321653.1949122,10743453.92150811,3492,0.45651075980473854,1369674865.371545
Financial Services,Logistics,UK,248299020.66115576,23202108.795535587,7257985.833079545,4486974.862299103,58160872.47690843,563372252.7970141,153039745.50583938,410332507.29117477,0.35857521229575784,0.08900589352896547,0.029230827466630416,-0.03925768922942883,1240,28.597042465230608,16796905.4170507,20743306.468375042,12129585.243276557,2771,0.08468937597260222,564212626.1112487
Consumer,Retail,USA,461755852.43345785,128908414.16616039,57212851.68492178,46447813.08155218,33336328.246597055,372243379.6753397,86094517.75138372,286148861.923956,0.2602180291354484,0.06907069063657206,0.1239028187372385,0.09068095634010535,3812,28.64829067015559,102524007.5770827,128277618.52410352,9350801.767010272,4263,0.31932172722383906,1376422727.6595335
Healthcare,Logistics,USA,168647274.29978406,19995054.215843827,25280095.633265194,38116356.68090747,55644162.433011316,174770626.368193,105546944.47405517,69223681.89413783,0.5724467789148281,0.08896753729627838,0.1498992245100137,0.20923757211260657,1743,18.69530235053655,9118976.052578699,19178298.999004558,2866198.646930349,2422,0.14782804852884,464014796.7449739
Industrials,Business Services,Singapore,180826140.18002382,23601455.224839713,29604868.550248764,28366812.61107698,73532791.91466494,236859159.3540354,60971654.09612997,175887505.25790542,0.5059201489982961,0.1191073983580035,0.163720071228503,0.2707627333962993,1438,35.418089538643024,15017293.368995164,27983761.914486863,8808205.920262935,2074,0.4400779638098471,559978943.1447994
Consumer,Retail,UK,55210350.17293837,7022045.550051003,6098018.926450656,2627268.719521494,6345351.934515859,109504087.5087229,25830760.041568667,83673327.46715423,0.4623955764360571,0.11773912668415008,0.11045064752079095,0.04123176318256658,2506,31.009629161838017,6149704.531568758,5407606.152508803,4261007.033279101,952,0.5352862531275934,186643374.10232985
Healthcare,Retail,UK,410806498.5519157,70193340.88253692,43273277.7805599,16529436.621939087,8420607.502649365,792810665.2147031,171885304.05713925,620925361.1575638,0.35159927809585256,0.06884597288922006,0.10533737400235219,0.026290862929087208,3526,26.27177469010047,50134773.52335573,63912964.13686331,6701091.360559905,671,0.3174703846724641,1349165407.2104843
Technology,Logistics,Singapore,248325054.8318145,42648715.81421551,43359417.49867712,37936563.9743208,39758364.836810224,400965112.6233629,85501620.44312763,315463492.18023527,0.7183800948258938,0.11383479435346594,0.17460750196166702,0.052375632752297493,4355,29.31020751717193,18069488.379351337,31173769.131296344,2926537.9571280666,4997,0.5396570095615821,731826584.3539326
Healthcare,Healthcare Services,USA,275296763.0402995,56204513.59649861,18363148.683123864,3666640.84920953,58996835.61534524,267873710.91552302,65034063.58149218,202839647.33403084,0.3711727100623231,0.05249313196757641,0.06670310424403997,0.12361424630252639,4685,28.891874583042917,45001518.89442144,56325558.55396396,19072888.50777452,4659,0.763894876554429,1068654006.925003
Technology,Healthcare Services,Singapore,472352095.0969306,56088371.84174547,11427254.054059122,12512365.126273833,29335004.90059422,660014966.4002002,305147197.5883779,354867768.81182235,0.685719785119758,0.10846764542193983,0.0241922374700469,0.15830824318366754,954,33.227376256181614,26855154.876771174,42164721.49842853,21354881.269310772,1707,0.6046988271889427,1819916365.1405108
Financial Services,Healthcare Services,Germany,199391478.98765728,11607957.295710338,7691703.613662709,2416768.760835311,26315492.038119413,327467660.50406486,123834758.4857296,203632902.01833525,0.5083297112865157,0.14612182969855753,0.03857588926424905,0.2211771207455761,3873,27.344562215409436,6489220.436751176,10134991.413491817,10161059.06071915,4320,0.2832299222734198,591904438.2934386
Financial Services,Business Services,UK,325468357.3236544,27262108.754773714,29476595.320695035,44688950.896174215,2904454.088358017,733533654.1967955,206555065.75753906,526978588.4392564,0.4789867478539438,0.1348672857846023,0.09056670074806296,-0.045948265063416475,3299,19.287158638703612,23912526.27304868,22992097.83497335,22990858.280644782,4577,0.8301506165960675,1169805980.076836
Technology,Manufacturing,Singapore,276744142.9320828,79185470.359182,24985438.100202207,13791425.558171188,11062960.11952857,550077986.2682879,377933726.0603615,172144260.2079264,0.21558907381426917,0.1980890709556254,0.0902835298896787,0.32077214502386664,3432,4.841698300639275,36036121.56428353,82826303.4059849,15319846.267276954,4258,0.7509804769360409,1245157071.6529334
Healthcare,Manufacturing,USA,439605486.0913887,111275992.49615142,45078827.33103414,12959676.766596897,40478040.312890604,427023687.93467104,226076193.63827232,200947494.29639873,0.2736874705759542,0.15223459250014462,0.10254382339910742,-0.028247210333272894,2376,10.819057505451937,79007709.64554109,121668430.87885015,6159403.38388214,1504,0.7652553166398458,1827487929.142685
Industrials,Business Services,USA,204293450.69320753,18089719.38164779,21366232.17227609,4774803.887829035,70277772.43167903,484439546.017878,295898856.7516401,188540689.2662379,0.5093904664157882,0.16151971822509098,0.10458598697009766,0.3438429506403719,3301,11.42026421358495,7922830.066019072,17745480.375658095,6744746.608971933,2222,0.00637681875295324,655106257.4844323
Technology,Software,India,97989981.3553771,5889980.118609435,7672405.080781295,44008959.18312964,26933664.60778979,191514182.70481357,110747573.22782509,80766609.47698848,0.3804554450546098,0.21432814700240826,0.07829785223609781,0.22675186386677965,4067,2.037713633923899,2459334.0042598327,7041076.144023538,6345818.909064522,2800,0.8438087328956524,438233635.39163035
Financial Services,Manufacturing,Singapore,228317143.28552154,56483275.56304526,4811675.45052743,14765865.40942793,60105902.06330417,490456124.3616462,250062635.633353,240393488.72829318,0.3656909041954451,0.11207251825757258,0.021074525466141622,0.33670558545681306,3963,18.69006281089977,35220868.05806855,55137074.36130173,8827919.693368794,1881,0.3891018804908021,992455289.237597
Financial Services,Retail,USA,466394578.608604,89115901.7124879,42322401.994740956,35409382.91019598,67065887.30367253,819487834.3264308,450710532.6866496,368777301.6397812,0.6123511428966865,0.18527875534345734,0.09074376919431926,0.2484534222917238,3959,20.938232786828305,61858402.0313623,62491542.720093936,32609084.938290488,1051,0.5490220576004209,1588967037.7440276
Consumer,Manufacturing,Singapore,380358274.0145003,56297062.23426782,59591644.0571487,20994365.31555193,45640732.235647306,304701938.60695136,159187431.82031402,145514506.78663734,0.5949966856703652,0.16342187309775846,0.15667240107119873,0.1486235268174464,3590,32.77758600104492,41698466.02519902,47235319.32391367,29338986.306925017,3017,0.8891450360211822,1707985612.5055625
Technology,Manufacturing,India,378908912.9065273,76675000.5229507,18016098.09980929,27395895.162476007,61230121.79154618,638634743.9592274,404970785.52421045,233663958.435017,0.26031074455543407,0.12618806960972684,0.04754730618926788,0.1523857674374629,4956,6.126288817219017,36555891.22226017,85784653.549929,16636715.04487915,2167,0.04385018407745488,992342577.7853026
Technology,Healthcare Services,UK,354037343.2696148,88095418.59180978,20012836.48768853,29812758.771648146,12355571.47883088,465945186.8521691,300254028.6753008,165691158.17686832,0.499253950315271,0.22717773902884003,0.05652747335313689,0.04009912167180277,838,14.54092504344931,55982530.323754534,82813220.60519223,28264697.94009959,814,0.7667685320414317,1520281516.91886
Industrials,Business Services,India,175298398.2882811,31519796.022214636,11709027.198348094,40055818.697777,39862332.69682641,416146425.3730387,212794673.60685748,203351751.76618123,0.48287563321307586,0.19221387079553048,0.06679483276905021,0.15157318577209367,397,9.008946513699968,27947794.39396688,34863897.478310004,12314946.561056748,4523,0.43461704913396404,632237946.3110813
Consumer,Retail,Germany,74522828.40256621,9446735.731116613,6805217.973647513,16454826.048099382,30961369.24993469,163516355.50705093,53688624.316214256,109827731.19083667,0.6099046446850147,0.06474241382233037,0.09131722613755726,0.2562956430060243,3814,32.09688322753138,5676065.3802891895,10025243.545309374,5519137.439908269,4499,0.3514018593572639,255973720.57357687
Financial Services,Software,USA,149834321.97531617,37604022.43422561,10861697.19235207,40396533.82808413,6944035.468057867,131176263.67648256,91670921.50916475,39505342.16731781,0.6782014177790789,0.22656950069324078,0.07249138280975059,0.33051197904264695,1208,12.899751077845783,17486340.388521895,35746555.45486753,3806298.582782535,2197,0.8419957710653877,602253593.2635255
Healthcare,Manufacturing,UK,103483572.23863155,11015268.399862014,12932095.40162538,16711847.876500886,49201950.55226986,239402878.80965665,120007487.9184755,119395390.89118116,0.5819930352075098,0.12310065964427147,0.12496761680978856,0.013895387049083649,1247,14.182194373096433,9717023.454347609,11135397.526823955,3045084.660634455,3644,0.751961733687895,369216930.7500598
Financial Services,Business Services,UK,443155623.93375134,96656625.7425567,54435799.65779501,9893522.791933022,8511094.640992623,1081628366.164834,540196773.4408567,541431592.7239773,0.42862587503053606,0.16780416418204352,0.12283675692657527,-0.02527521557131385,2847,10.232530351444767,77545001.40969393,93485246.61750013,13011067.268569225,4112,0.027188953417863416,1349197375.7383013
Technology,Manufacturing,Singapore,379159476.758811,52138525.097417235,31202337.990302943,12729845.570395589,68734278.29575177,494977604.2309953,151015828.14745814,343961776.08353716,0.37008734948488586,0.09062991503347939,0.082293440894664,0.07706208832208299,277,5.151576468990576,24988170.98993648,47369228.6821422,27133668.263040315,2682,0.19140723608402757,1160883843.4763334
Technology,Retail,India,341328162.4814909,37586507.21025479,29753470.032909036,10955439.22467927,10287080.73001626,493559591.3522763,240813056.31562218,252746535.03665414,0.3979629715056429,0.17216491009319396,0.08716968976892572,0.06850189415172217,203,32.045596482495164,31540994.366909415,32362623.210885685,17068492.305977307,1735,0.25034605550304123,802431108.6690398
Industrials,Software,UK,215727699.254724,37053685.89250305,10681854.854347706,5180489.857838115,27841041.173685648,521820720.780275,264859392.62873387,256961328.1515411,0.4097756256215964,0.05778216415484299,0.04951545346865695,0.1901093125564327,871,5.505790355544159,24873103.15271867,39868849.094856724,8553813.476342404,1424,0.04264581043583874,566162135.8130957
Healthcare,Retail,Singapore,442255908.9979691,49097346.97183662,49465828.50393191,34373138.07414821,4866389.400108915,468910955.1754257,171451849.84999582,297459105.3254299,0.5685512457817139,0.13780702244561938,0.11184888092509142,0.2436780272872981,3587,30.81814651074463,43997291.4983819,52886706.447067276,30804249.006182123,4339,0.7491297226185009,1858400179.312884
Financial Services,Business Services,USA,240227652.37051484,50344930.94179399,24596994.715530895,42626330.86600761,34508768.229720585,526947886.18592644,315998679.05688965,210949207.12903678,0.7290373557527248,0.09978413985148377,0.10239035545164363,0.23384780395436489,4674,30.762940910604478,43706410.40798653,58070421.463231646,12046650.516944947,3303,0.15056210556380645,934826800.3975143
Financial Services,Manufacturing,USA,363744428.1333896,90553721.1402486,32953237.58802007,10954089.14143837,15116830.73757494,820623144.1857356,373693925.8715602,446929218.31417537,0.2495753401210467,0.19340389455257773,0.09059448073782098,0.05006842112201183,4308,13.76372786913906,45289122.90635391,67229728.71520853,16662106.335141767,4383,0.4056638290364586,1333612661.4637444
Energy,Healthcare Services,Singapore,134519183.2383073,16079977.417168831,22660518.372486893,8671390.80334671,79054113.96457201,182376141.35583565,44535363.30565569,137840778.05017996,0.3367797094333258,0.061682875910923744,0.16845566429245024,0.2660119076655663,1732,21.477010676562006,9141359.577500653,16578855.537778722,7283575.7231869865,3281,0.8651344650735417,577032012.9901786
Consumer,Business Services,India,397250424.6659134,68655155.48452033,52720425.14622982,4373820.880336724,60641686.65202455,967350909.6929936,234570384.30715907,732780525.3858346,0.6598636815255201,0.23659600532985425,0.1327133260853467,0.04047555592082483,1795,37.25861256759356,60424295.01421018,52448501.32988396,13677449.623506205,2628,0.628330177035771,1262225097.2146456
Financial Services,Logistics,UK,80993232.06094345,15435882.412069507,10083204.68871833,32621135.63924393,62268837.662257336,121974058.30177718,41074197.944252186,80899860.35752499,0.20856938502338876,0.09132596521047738,0.12449441060866925,0.07495512488081489,135,8.77186054625769,6329826.811465222,12020289.07515737,4586401.220854681,3943,0.8421152754582382,320913602.9483487
