sector,industry,country,annual_revenue,ebitda,net_income,total_cash,total_debt,total_assets,total_liabilities,shareholders_equity,gross_margin,operating_margin,net_margin,revenue_growth,employee_count,company_age_years,free_cash_flow,operating_cash_flow,capex,customer_count,recurring_revenue_ratio,enterprise_value,cash_to_debt_ratio,debt_to_assets_ratio,revenue_per_employee,equity_ratio
Energy,Healthcare Services,Singapore,138818780.41118133,37958021.80287565,12237618.78036666,16726482.174352309,40200963.94681168,209639067.34328717,68905459.30309011,140733608.040197,0.4764736286378368,0.0803603466157662,0.0881553543700558,0.0907719772091864,4399,23.500028336215443,23029288.29816966,42207656.9442254,3882833.933004346,3350,0.7062498187662162,619338488.2566506,0.41607166923863964,0.19176274945443253,31556.894842278092,0.6713138434724267
Healthcare,Software,USA,75341443.29656312,13683137.9314485,3555857.2045402136,41002253.95504924,46732971.93466367,94015862.32178722,62501696.94770802,31514165.374079205,0.2633523293228433,0.1627724806942628,0.0471965633913257,0.2384162218666901,1315,24.718529261835737,11055299.607388398,10040189.330675207,3454933.166284139,303,0.232701460333866,269480440.2690877,0.877373132022795,0.4970753953701042,57293.87322932557,0.3352005139964144
Technology,Manufacturing,USA,447890647.9487922,43218583.25244764,32123855.584260013,29587931.24532563,57444986.93074004,695357050.4215832,193410546.40695345,501946504.0146297,0.2572833215915794,0.2499530673828687,0.0717225414984167,0.1321408485773949,4686,35.15620646764293,27711237.058502287,50184503.47172907,7230368.956407433,4492,0.8366689689518019,1884505986.8994567,0.5150655057333209,0.08261221612107351,95580.59068476147,0.7218543390195125
Energy,Business Services,Singapore,180806619.06196657,29491830.266664684,15655298.198217675,9907238.190000037,71870030.71514997,222504769.72225955,122964191.47559592,99540578.24666364,0.2369356227542351,0.0577502663056858,0.0865858688107665,0.2114921890307682,530,26.90745692336005,13183160.77458133,34650709.02418321,11281612.09607343,1701,0.7886405097232193,640668862.8643486,0.13784936629937494,0.32300444976915044,341144.5642678614,0.44736379526117426
Financial Services,Software,Singapore,270900460.9217752,33650475.43536573,8045992.579257771,18759479.8465048,20363945.17018257,394449003.49017,117735048.35520852,276713955.1349615,0.3440430060106045,0.1753904680864537,0.0297009187503048,0.105261533831226,1854,15.1245689404407,22443279.36351009,36542069.889354326,9893489.889438435,1456,0.8695823628313586,1026547057.4149178,0.921210486952839,0.051626306544060155,146116.7534637407,0.7015202286899869
Financial Services,Logistics,India,397867949.0069313,25733967.809480567,35273309.04616456,35066761.18949511,78936952.99585599,628328858.4298645,154815660.9211483,473513197.5087162,0.5091050460920774,0.075312758424792,0.0886558194350811,0.2506078241117573,168,29.49039199833689,21479651.7576338,26106441.480388165,21035578.0775494,2543,0.6791132658956681,1525884441.4228437,0.4442375827622335,0.12562999763071858,2368261.601231734,0.7536072729366302
Energy,Business Services,USA,280314196.9149057,29171549.319055684,44193030.729263686,32595685.417566378,33617798.32259505,313889443.1235537,115985857.1975619,197903585.92599183,0.5870777319971235,0.0908719090423277,0.1576553425250853,-0.0125668218646509,201,35.74509281264694,22815219.679076854,23334248.36003449,8538877.257336486,978,0.6373660380832057,876067791.1783953,0.9695960783862012,0.10710076130009367,1394597.994601521,0.6304881870400869
Consumer,Software,USA,153066946.36242852,9165787.223648071,20902378.10278133,2637173.6403157846,388587.02218232286,312278252.4149045,210611969.8054276,101666282.6094769,0.6160766762500208,0.1443280381248757,0.136557098704309,0.1444180998243491,4364,14.33645935019268,6057275.628849314,8391970.023767486,7939850.620319304,2186,0.808308072450985,636950375.2344348,6.78657157798347,0.0012443614602595883,35074.91896480947,0.32556312142543725
Industrials,Retail,UK,94449566.90457068,13036884.91035324,6233263.673875121,9139588.01552602,61126084.27370324,155245890.11737636,102403727.3473648,52842162.77001156,0.217925843785858,0.0633956026263979,0.0659956829677476,0.1113094331721376,1935,5.05053817535341,6927341.719643167,15553197.576584827,2326025.7789686685,620,0.5162766019161382,319729919.45575976,0.14952026003500962,0.3937372140897759,48811.14568711663,0.34037720889138723
Technology,Software,USA,191483962.7132306,49152131.35936818,8075431.757494611,21705435.969152547,55180947.875526965,435817872.23816246,167696530.00865343,268121342.22950903,0.512260079501564,0.0638279890014523,0.042172888230794,0.0181276352447315,3493,29.659473895943837,26740233.254750345,52193303.73867435,2804834.018330461,354,0.7762930203674929,802891760.8151528,0.3933501834385672,0.1266146970800961,54819.342316985574,0.6152141968216212
Financial Services,Retail,UK,32862962.426085632,8656352.197777804,1891347.559239097,27639529.23398034,34099536.25440454,70734023.25252084,31437676.562676348,39296346.6898445,0.4753634623636983,0.2478183878999805,0.0575525582483033,0.0100518226997028,138,33.566749672345395,3686522.891157437,8126794.526573887,2367560.785369809,569,0.6166931574295197,104369921.93863308,0.8105544024930903,0.4820811073147785,238137.4088846785,0.5555508492646647
Industrials,Retail,India,186457626.43203,33629647.142890945,17518900.164669164,16681468.417910973,24438448.989693608,228680940.24038693,87475861.872963,141205078.36742395,0.2824678128637333,0.2244208604007148,0.0939564688229869,0.1908477567333709,2880,28.366654699942053,27705220.963972628,27534873.417507127,3830220.319476847,677,0.0077555314203768,490148217.1432891,0.6825911261776892,0.10686701289580222,64742.231400010416,0.6174763765576209
Consumer,Manufacturing,Singapore,27215759.62575692,6450617.832619796,857240.5415893542,29810574.832731508,60486022.59425903,38391842.605946735,7888270.56709961,30503572.03884713,0.5273541436689843,0.2482489256280055,0.0314979465345536,0.0530469691353982,4936,9.2006685331142,2979946.4199074944,6306303.384528687,1408447.0480480625,1114,0.6777659462584588,112920544.05818146,0.4928506381168622,1.5754915234229994,5513.727638929684,0.7945326394446682
Consumer,Retail,Singapore,127397206.124325,24074167.3884193,8610256.54752396,16824376.287799373,74555549.53839971,249599541.2938373,171548568.30719113,78050972.98664618,0.4293018951953095,0.1574875146707953,0.0675859134549727,0.1448461679665686,1755,10.994675792010929,15980869.988072056,17662907.321618725,9580567.37960207,545,0.1114593137490337,358669440.0786193,0.2256622933096886,0.29870066728460176,72591.00064064102,0.3127047933744471
Healthcare,Manufacturing,India,450637659.30962765,104288929.6667634,13960455.97456961,34746429.53363982,50530283.373705424,940703426.0516672,577684963.8530092,363018462.1986581,0.5950928097452353,0.1672352590541944,0.0309793371374174,0.078985327432711,502,28.496399149537307,91616343.0080306,103638259.59036806,25462893.747086503,2069,0.680508728768767,1943820806.150175,0.6876357545170805,0.05371542398414748,897684.580298063,0.38590107375533217
Energy,Healthcare Services,Singapore,105190613.35436234,19445477.84282052,10205599.993751831,28792704.33308258,3925923.817941843,156446840.9739075,76891921.92308937,79554919.05081813,0.5218552432177295,0.1814667923536747,0.0970200635618653,0.2380864116010655,962,32.02923990479853,13852575.676541064,18837881.16108109,5515538.325298929,3211,0.0910740300779991,341544485.095825,7.333994664261491,0.02509429908269363,109345.75192761158,0.5085108689672196
Technology,Software,USA,341130520.3625566,24766764.731652148,39149500.33410026,11476030.388036398,58721324.78309783,752755474.8854741,373914824.1257092,378840650.7597649,0.5252494353634404,0.1177182886421628,0.1147639920711047,0.1285000084645237,4367,34.836117444983124,18863858.124003027,23773043.61620757,12204376.591093255,1658,0.1287066611937466,865019393.431377,0.19543207566290507,0.07800849909730889,78115.53019522707,0.5032718637050133
Energy,Healthcare Services,Germany,472351105.302756,83269996.36738017,27195343.81565152,5734631.8043449465,27064441.968237124,1032910038.7063688,404561317.5310015,628348721.1753675,0.6248781933123275,0.2105409952253757,0.0575744261214769,-0.0056716921205183,4618,38.44565040810221,50051016.565154165,60410054.51027669,35252124.29208975,3047,0.7952996534152347,1709420011.646427,0.21188804894167484,0.02620212889220538,102284.7781080026,0.6083286032947461
Technology,Business Services,Singapore,410628123.99459547,71716205.79687782,10438350.5542057,34309240.34422539,76039701.58421649,907305766.8074628,307212888.94215584,600092877.8653071,0.2293287967133373,0.2380702825076361,0.025420447222809,0.3248250899518805,1074,22.231782149089035,51718766.15992798,66789304.63560672,16172003.804622572,4361,0.0870776085249864,1280706135.0061347,0.45120167004110046,0.08380824234345761,382335.31098193245,0.6614009298947302
Financial Services,Software,India,77186988.8641616,8233896.023423386,8319078.543303347,11148995.294874582,13056534.777422968,135666754.69873065,52102360.69102174,83564394.0077089,0.5443876072122581,0.2324410680817352,0.1077782494915532,0.010397252574027,4814,36.29461876207091,6706868.887118952,8362698.518471248,4122577.6087174336,4568,0.5752913939428514,259305029.02673143,0.8539015508274941,0.09623975163566827,16033.857263016534,0.6159533645016922
Industrials,Software,Germany,294873861.925462,72352155.60312684,23697565.705447607,1113662.0888319,40778772.79011551,490146175.2026801,205123549.17573568,285022626.0269444,0.3868443797891422,0.0999652175619444,0.0803650942498181,0.161017949798873,4791,16.26056930835278,64029193.50467753,56902340.661980204,9547010.050810209,4689,0.4889782586123612,1097350149.4468255,0.027309848056581137,0.0831971661785448,61547.45604789439,0.5815053558442741
Healthcare,Software,Germany,475250876.4342329,57650436.53633258,62183464.801829614,1739490.048756589,20991077.81868996,754852153.3027685,162668672.0736278,592183481.2291406,0.5397182033045014,0.1856621216803416,0.1308434510807994,0.2486926859352186,1255,24.94989726918781,34476841.93107156,41544433.24165823,8077663.258406904,2587,0.5894963317813178,2024239112.480845,0.08286806727036132,0.027808197574645477,378685.9573181139,0.7845026057594328
Healthcare,Software,UK,376749332.6768661,96709182.8159082,40399879.88678314,31185841.0191132,55737995.62196428,851544900.4602084,222376495.98439127,629168404.4758172,0.709400207951175,0.055203480710314,0.1072327841956224,0.2844799003831101,2796,4.916136209268496,48094840.77498013,67884727.82827817,15510004.994410887,4336,0.1493936203383246,1332672027.0085156,0.5595077589554371,0.06545514580833174,134745.82713764883,0.7388552313985908
Consumer,Business Services,Germany,384992211.1858771,105211663.41204908,47897173.69656552,6658314.241962932,23631263.57678805,905748500.9924654,221335267.21260408,684413233.7798613,0.4237707116649546,0.2385009238466962,0.1244107602827331,0.3302659365877942,2192,27.3610817477543,66112147.44429759,113284582.72315302,4701021.755357064,2061,0.1297414340292226,1473045306.7740543,0.28175870580628204,0.026090314862121565,175635.1328402724,0.7556327534960554
Energy,Retail,UK,178855349.0933427,48588092.65992042,27021734.726239465,24895471.10340472,61831606.96758862,225524863.476188,100838907.0388708,124685956.43731716,0.308615128524803,0.2221772337041987,0.1510815016895978,0.2792270466273659,3336,36.28168739954205,40752703.49930396,57324140.91047431,4647294.44027648,2925,0.5140918722167979,708310875.8543905,0.4026334155677795,0.27416758407268516,53613.71375699721,0.5528701115940686
Industrials,Business Services,Singapore,174588166.54188752,21323893.43595966,10232663.78328033,4580185.478127778,39725191.77177499,403158094.8248802,207657052.65637973,195501042.1685005,0.4865365980156754,0.1357185836501833,0.0586102940764046,0.1357606505268767,3083,33.271563333337696,10644705.958646463,22567319.054290198,11033788.948368875,1054,0.5173821378249609,657789332.5398302,0.11529674933833874,0.09853502207125577,56629.31123642151,0.48492401536280777
Energy,Healthcare Services,USA,366058177.5016556,91400135.43264064,46245137.51389683,42393979.341003485,79447909.01741087,554313424.9293346,336444880.10624343,217868544.8230912,0.6095188677349185,0.1405740331424036,0.1263327535243702,0.3207795998930047,4410,16.9881853237586,62401884.83815143,68821667.69136196,9445861.699565155,1581,0.3568974505459626,1380157227.491892,0.5336072385707837,0.14332669108192556,83006.38945615773,0.3930421581452148
Financial Services,Logistics,USA,248347115.4772399,62447935.2623774,40536770.55399864,3970664.386187102,45985658.49920924,395955880.5759659,200805431.62784696,195150448.94811893,0.446001627799548,0.129728964170683,0.1632262588437983,0.1387522849717957,1560,21.03736201920752,39721397.16086497,69249617.92943846,15446038.099744815,2914,0.3072406447630735,940779891.6549512,0.08634571115808597,0.11613833953499446,159196.86889566662,0.49285907476421087
Technology,Logistics,Germany,293427818.5567256,35601009.90030822,40571551.884809375,12319873.80325482,53712281.93384255,362005396.03332543,164919479.46187556,197085916.57144988,0.7217555573539056,0.1262615076912869,0.1382675715082756,0.3002953943852831,784,39.503894085748,29813190.824926123,27873206.013368525,19770014.81798774,2720,0.353971695329377,1150570469.9863918,0.2293679091577084,0.14837425773868274,374270.17673051736,0.5444281182850285
Healthcare,Software,UK,268706511.5322497,39490722.85881448,40297246.84093765,35623140.99543694,37472425.56925387,622653009.0687252,196119514.4258252,426533494.6429,0.2937153300372437,0.1785607528667163,0.1499675114352457,0.3387977370807081,386,11.487474399485407,18550744.315525163,44635644.43302367,6945479.646561274,1243,0.452860674052399,1106233461.4313817,0.9506494563475958,0.060181875014624485,696130.8588918386,0.6850259910906837
Industrials,Software,UK,258583076.13894817,65127210.41006266,19870828.46564912,20811897.26550256,13435038.447909093,532522339.3710061,315441979.8972728,217080359.47373337,0.2751648264283566,0.1286914147976643,0.0768450463284443,0.3071619981450731,2791,2.102876399679912,35779556.59120254,63663225.12959349,8633202.017889816,2765,0.4140337364128914,928340005.6205842,1.5490761225727296,0.025229060744715457,92648.89865243575,0.40764554540592596
Healthcare,Retail,Singapore,354814481.0500468,68771469.06940065,12382135.846518816,42298226.40119588,13998226.998999055,745174419.1061031,283376832.30738163,461797586.79872143,0.6305187414308564,0.0912545806810691,0.0348974929373649,0.0246648414781719,3858,3.2515685585376986,35255602.110504024,73035721.45206195,24346249.71113806,2490,0.0727068275440293,1147259860.8257763,3.021684560781906,0.018785168465378966,91968.50208658549,0.6197174446120748
Consumer,Business Services,Germany,350722134.51652575,76646207.41387688,36480333.82935368,32812967.61232009,73528773.16532841,340511702.1478806,121863090.34418076,218648611.80369985,0.2398502354777295,0.2389610343888077,0.1040149173351782,0.1281061863997551,4351,27.66308988569516,62892814.42753661,91630550.4703508,7479069.56986158,1504,0.7986806083230628,1201190621.5716934,0.446260235276068,0.21593611233189175,80607.24764801787,0.6421177610769544
Healthcare,Retail,USA,180589033.9922924,38311818.70515103,18464815.42354811,13357241.478288528,10817708.960318884,180374186.5416416,45393225.51349181,134980961.02814978,0.5507845220740177,0.1202821702799076,0.1022477113662183,0.0366533752823489,3813,28.10028349912574,25652986.41623399,44728240.28196985,6678001.20192509,3462,0.7522766741423637,586240651.800786,1.2347569644630911,0.059973708919937294,47361.40414169746,0.7483385711457541
Industrials,Business Services,Singapore,424066117.06246936,82657347.53210424,51007762.53416858,17987832.697128866,54358817.46064831,894640477.5225251,625455898.0164359,269184579.5060892,0.4708546043502382,0.0622608131546884,0.1202825702923457,0.188343180292394,4942,6.522917699322407,43178753.64730571,71448180.96765932,25941011.15401482,3988,0.1491776521581173,1187506864.5913284,0.33090919812872494,0.060760516460400905,85808.6032097267,0.30088575944107304
Financial Services,Retail,India,348285185.05625004,20892449.795307044,8542310.245899197,28154377.675515275,22602752.102936883,631940758.6048126,263710197.95728675,368230560.6475259,0.7078219092706401,0.1075618029922735,0.0245267689020983,0.2216581473755574,3056,38.32270029917916,18602192.997946672,22345254.64757021,14824714.67299212,279,0.1979940953945352,1160649769.0578482,1.2456172393209164,0.035767200952251964,113967.66526709753,0.5826979121595174
Financial Services,Software,Germany,228351570.60784653,37837794.61191882,34760974.94066291,34350311.87453679,51453403.48320441,434942747.849112,145808049.33861384,289134698.51049817,0.4044411929062437,0.0591324570873412,0.1522256879956334,0.2647764543248495,1125,18.453932176452927,23426104.318039704,31128326.207996227,5631129.111535914,1859,0.2092977136833082,673890948.6281471,0.6676003830485098,0.11829925602312687,202979.17387364135,0.6647649603087605
Energy,Manufacturing,Germany,191352370.03115115,27757363.53888519,17032451.46555261,40844718.75870065,25666951.67518537,399670339.5340772,267688170.66774067,131982168.8663365,0.5634775077586397,0.1363362162354049,0.0890109250425266,0.2491158892586658,52,17.74823630210935,18393183.28162541,23839721.65308212,3309920.517612194,2294,0.3733668049735487,575185883.1387017,1.5913350083636553,0.06422030642831057,3679853.2698298297,0.33022757961022836
Financial Services,Business Services,USA,465702034.6967952,27502305.05215445,55620351.79591726,23157891.739178825,1620890.2563311334,570127286.3496472,147801294.96867752,422325991.3809696,0.3192367801522946,0.1049140486921836,0.119433345040311,0.1105225341528785,2793,22.10349695257783,11014535.578343406,21477503.80381253,7707204.277974991,1580,0.2961673833611428,1403373703.0277812,14.287143530368581,0.002843032240588245,166739.0027557448,0.7407573738225991
Healthcare,Logistics,UK,16993530.273354508,4848963.247435191,634356.5792711412,6779508.024104983,11723746.12081124,41942923.1576036,21341822.626999285,20601100.530604318,0.5356594734371178,0.2473396403037059,0.037329299390239,-0.014624492290138,1971,9.752499569053557,3450210.7096223235,4412759.157707023,626664.0763419105,4872,0.8381189956315164,59590939.515645,0.5782714803138252,0.27951666784783713,8621.780960606042,0.49116987991500205
Consumer,Logistics,India,326143577.42483443,95226319.87613216,9528665.569941,46181785.96479693,45424910.82834746,651463542.6020781,178886736.9878158,472576805.6142623,0.4933630869570677,0.1847027429450487,0.0292161680606359,0.1324989229550727,1908,7.889436768030155,49713808.51643518,107338764.5207966,4048410.27863876,1396,0.8994510328630742,1188699341.8641064,1.0166621160646758,0.06972747952542534,170934.78900672664,0.7254079080568259
Technology,Logistics,Singapore,338701428.9421016,22014816.79647676,38736062.22807698,34358005.12627228,47051707.849125616,481231730.4134365,264023529.0248394,217208201.38859707,0.5268619354076013,0.0915274344187839,0.1143663974169374,0.1752542174340439,3595,27.3396648562371,13999128.519295285,18950179.312198885,5423299.019825874,4410,0.2201644194831258,860508768.7408532,0.7302180238907263,0.09777349429702503,94214.58385037597,0.4513588520066806
Technology,Retail,Singapore,408363591.62925947,37635286.99240623,26697253.27948425,21204727.301804155,25952453.131328408,880920462.2772915,598009952.309889,282910509.9674026,0.6814119660079667,0.0807155733895513,0.0653761839368918,0.2606754705397161,1127,7.621982705579034,32241794.836415622,36089955.30593711,13699241.165542245,3445,0.0106281793611041,1119056666.729896,0.8170606144436862,0.029460608809378785,362345.6891120315,0.3211532959922884
Consumer,Retail,USA,399644785.1747526,116875488.7582034,14435906.337484242,29812847.80353064,20572037.922462128,688588324.4617088,248048411.25019583,440539913.2115129,0.3559060526338466,0.1647690604049195,0.0361218433794196,0.0233272647478161,1291,26.73086607167332,54240866.72992137,136194672.25290343,18144164.57271123,2350,0.737575174695908,1624720217.289256,1.4491927302437397,0.02987567054457965,309562.18836154346,0.6397725572182724
Financial Services,Retail,Germany,438174449.0454289,89125278.31051312,28268712.528189924,5425727.32184013,48500049.55601132,399965534.7354927,128247639.1636864,271717895.57180625,0.2333889515310514,0.1597775178013134,0.0645147442754223,0.0141352499771471,3586,25.195478138471984,70893148.7713398,99012868.80577786,13876128.41981988,4569,0.5067096840777231,1453695975.730554,0.11187055212333571,0.12126057208425627,122190.30927089484,0.6793532741552347
Financial Services,Business Services,Singapore,108993126.29264912,32132351.83550904,3890266.8427942926,41546446.4895544,47527678.95609503,132563224.4873262,75937186.15102443,56626038.33630176,0.2464644926223896,0.2048835668897566,0.0356927723345491,0.1859940888972053,2679,5.0212113975100685,24916009.35263561,27199006.091373865,7874876.488233516,562,0.6858657189271584,477142904.618952,0.8741526496156912,0.3585283862843797,40684.25766802879,0.4271624996698502
Consumer,Manufacturing,USA,474333103.8348428,34574120.29764116,34240220.21054072,12116277.14034891,31460010.75205333,978058501.9010878,427530194.7435266,550528307.1575611,0.5139018333661355,0.1128309776156684,0.0721860227205705,0.0065157068348402,3550,12.143478659633685,28690993.19538289,34615902.467764586,17293808.878392484,2350,0.0580116892094178,1082846680.286186,0.38513264460846075,0.03216577606646573,133614.9588267163,0.5628787092873067
Healthcare,Software,Singapore,492755458.27327,111621255.5519262,58561891.91745311,746755.7820764085,14744800.16718859,926587316.4385266,361239019.14995104,565348297.2885756,0.7083542110234835,0.2029448438283516,0.1188457498221686,0.1289536291216479,1957,39.06536430539642,70376131.44004077,113994652.05171548,36614944.820310295,3750,0.2238071958325559,1810700606.316127,0.050645364712243054,0.015913017484269456,251791.240814139,0.6101403367591672
Industrials,Business Services,India,392504886.7526133,79934230.45891199,38970070.88479184,31058681.446321458,12133096.702355566,457845256.71917325,153355118.55484855,304490138.1643247,0.5287786373465211,0.1383802147490141,0.0992855686644069,0.0477903369943358,3249,35.546754621494046,46918269.4613743,73780562.43969181,15181726.09325621,3259,0.65846431388721,1407818048.967135,2.559831361130717,0.026500431148503947,120807.90604881912,0.6650503280218291
Consumer,Healthcare Services,Germany,482186782.6680995,122446946.9566304,65466256.77639156,43520047.59066719,72544580.28844403,662395654.8331735,334827317.8995543,327568336.9336192,0.5348442950630768,0.1034599337621194,0.1357694966546885,0.0387809005788268,1139,27.053939444825208,96789351.91873775,132301047.42934547,15497134.286018364,578,0.184733865418682,1490189297.488381,0.5999076349691103,0.10951850266396239,423342.21480956936,0.4945206607916508
Financial Services,Retail,Germany,438037461.3656568,122218839.54486094,68352233.49606079,48246769.619597405,37239999.7735246,385781758.5986863,93274705.5768972,292507053.0217891,0.4146518779747887,0.1015374182545994,0.1560419816217567,0.0179762365444269,4597,38.22174343132865,60829513.477884695,144180298.354283,27709688.602245003,1459,0.6084170640804405,1534105230.3208864,1.2955631018531306,0.09653126137636776,95287.67921811111,0.7582189839257609
Consumer,Business Services,USA,97412598.54922631,27706710.64172532,6652007.726250364,13131732.358530335,56893023.8555326,186638917.08931097,79442754.11944814,107196162.96986283,0.5478454290799325,0.0818986143521712,0.0682869343936949,0.219331322960782,4059,12.367767113705378,13329420.521380764,23999236.00139406,3232887.844490171,1360,0.4087611105320423,339344841.0651876,0.2308144561251569,0.30482937183089204,23999.161997838462,0.5743505408283474
Industrials,Business Services,Singapore,68794315.31188521,15287765.26184382,11765997.700531986,21626383.27238672,72088425.05205414,66533610.61902227,14735785.15026855,51797825.468753725,0.5967528826326121,0.2022043145962993,0.1710315401380154,0.2872232963863005,2717,4.159071779199294,12053692.447962737,13579653.56278381,2148696.485527852,2979,0.8964141795922743,263412985.21134195,0.2999979990791945,1.0834888469354123,25319.954108165333,0.7785211863121777
Energy,Software,India,321549745.56781113,75168719.7344598,43047388.323693655,42992507.01112253,14703365.588488664,257690560.52100173,128655683.01887408,129034877.50212765,0.3946222516278337,0.0747574662234275,0.1338747391874874,0.0244555016416955,2424,4.668868093694723,32206534.16377601,87046364.22357528,10240456.630876783,1665,0.8840076277262264,1458830321.4203186,2.923990888506613,0.05705822347066664,132652.53530025212,0.500735755478367
Technology,Retail,USA,302398420.11789924,67332566.9474074,10702049.431788065,9833723.892410625,6131092.91607052,552490425.728922,383039146.9038942,169451278.82502782,0.5695914957118678,0.1921523070043859,0.0353905600023159,0.3438340166173124,3580,27.764439058528254,28285790.993492253,76321653.1949122,10743453.92150811,3492,0.4565107598047385,1369674865.371545,1.603910432776993,0.011097193056298726,84468.83243516738,0.30670446207545443
Financial Services,Logistics,UK,248299020.66115576,23202108.795535587,7257985.833079545,4486974.862299103,58160872.47690843,563372252.7970141,153039745.50583938,410332507.2911748,0.3585752122957578,0.0890058935289654,0.0292308274666304,-0.0392576892294288,1240,28.597042465230608,16796905.4170507,20743306.46837504,12129585.243276555,2771,0.0846893759726022,564212626.1112487,0.07714765393315864,0.10323701990673667,200241.14569448045,0.7283505803737546
Consumer,Retail,USA,461755852.43345785,128908414.1661604,57212851.68492178,46447813.08155218,33336328.24659705,372243379.6753397,86094517.75138372,286148861.923956,0.2602180291354484,0.069070690636572,0.1239028187372385,0.0906809563401053,3812,28.64829067015559,102524007.5770827,128277618.52410352,9350801.767010272,4263,0.319321727223839,1376422727.6595335,1.3933092072398086,0.08955519444206655,121132.17534980531,0.7687144420769203
Healthcare,Logistics,USA,168647274.29978406,19995054.215843827,25280095.633265197,38116356.68090747,55644162.43301132,174770626.368193,105546944.47405516,69223681.89413783,0.5724467789148281,0.0889675372962783,0.1498992245100137,0.2092375721126065,1743,18.69530235053655,9118976.0525787,19178298.99900456,2866198.646930349,2422,0.14782804852884,464014796.7449739,0.6850018944358242,0.3183839503772481,96756.8986229398,0.3960830451468591
Industrials,Business Services,Singapore,180826140.18002385,23601455.224839717,29604868.550248764,28366812.61107698,73532791.91466494,236859159.3540354,60971654.09612997,175887505.25790542,0.5059201489982961,0.1191073983580035,0.163720071228503,0.2707627333962993,1438,35.418089538643024,15017293.368995164,27983761.914486863,8808205.920262935,2074,0.4400779638098471,559978943.1447994,0.3857709176063486,0.3104494338120775,125748.35895690115,0.7425826627840254
Consumer,Retail,UK,55210350.17293837,7022045.550051003,6098018.926450656,2627268.719521494,6345351.934515859,109504087.5087229,25830760.041568667,83673327.46715423,0.4623955764360571,0.11773912668415,0.1104506475207909,0.0412317631825665,2506,31.009629161838017,6149704.531568758,5407606.152508803,4261007.033279101,952,0.5352862531275934,186643374.10232985,0.4140461784681059,0.057946256426367644,22031.26503309592,0.7641114534696156
Healthcare,Retail,UK,410806498.5519157,70193340.88253692,43273277.7805599,16529436.621939087,8420607.502649365,792810665.2147031,171885304.05713925,620925361.1575638,0.3515992780958525,0.06884597288922,0.1053373740023521,0.0262908629290872,3526,26.27177469010047,50134773.52335573,63912964.13686331,6701091.360559905,671,0.3174703846724641,1349165407.2104845,1.9629743598354932,0.01062120865940793,116507.79879521149,0.7831950154068745
Technology,Logistics,Singapore,248325054.8318145,42648715.81421551,43359417.49867712,37936563.9743208,39758364.836810224,400965112.6233629,85501620.44312763,315463492.18023527,0.7183800948258938,0.1138347943534659,0.174607501961667,0.0523756327522974,4355,29.31020751717193,18069488.379351337,31173769.131296344,2926537.9571280666,4997,0.5396570095615821,731826584.3539326,0.9541781743296769,0.09915666871036809,57020.678491805855,0.7867604493475183
Healthcare,Healthcare Services,USA,275296763.0402995,56204513.59649861,18363148.683123864,3666640.84920953,58996835.61534524,267873710.91552305,65034063.58149218,202839647.33403084,0.3711727100623231,0.0524931319675764,0.0667031042440399,0.1236142463025263,4685,28.89187458304292,45001518.89442144,56325558.55396396,19072888.50777452,4659,0.763894876554429,1068654006.925003,0.062149788390613726,0.22024123014426955,58761.315483521765,0.7572211794908033
Technology,Healthcare Services,Singapore,472352095.0969306,56088371.84174547,11427254.054059122,12512365.126273831,29335004.90059422,660014966.4002002,305147197.5883779,354867768.81182235,0.685719785119758,0.1084676454219398,0.0241922374700469,0.1583082431836675,954,33.227376256181614,26855154.87677117,42164721.49842853,21354881.26931077,1707,0.6046988271889427,1819916365.1405108,0.42653359590951956,0.04444596924913811,495127.9822818979,0.5376662452782142
Financial Services,Healthcare Services,Germany,199391478.98765728,11607957.295710338,7691703.613662709,2416768.760835311,26315492.038119413,327467660.50406486,123834758.4857296,203632902.01833525,0.5083297112865157,0.1461218296985575,0.038575889264249,0.2211771207455761,3873,27.34456221540944,6489220.436751176,10134991.413491815,10161059.06071915,4320,0.2832299222734198,591904438.2934386,0.09183825091829903,0.08036058277514325,51482.43712565383,0.6218412581715304
Financial Services,Business Services,UK,325468357.3236544,27262108.754773717,29476595.320695035,44688950.896174215,2904454.088358017,733533654.1967955,206555065.75753903,526978588.4392564,0.4789867478539438,0.1348672857846023,0.0905667007480629,-0.0459482650634164,3299,19.28715863870361,23912526.27304868,22992097.83497335,22990858.280644786,4577,0.8301506165960675,1169805980.076836,15.386351285531369,0.003959537605044632,98656.67090744298,0.7184109214679282
Technology,Manufacturing,Singapore,276744142.9320828,79185470.359182,24985438.100202207,13791425.558171188,11062960.11952857,550077986.2682879,377933726.0603615,172144260.2079264,0.2155890738142691,0.1980890709556254,0.0902835298896787,0.3207721450238666,3432,4.841698300639275,36036121.56428353,82826303.4059849,15319846.267276954,4258,0.7509804769360409,1245157071.6529334,1.246630685563647,0.020111621253159667,80636.4052832409,0.3129451905097089
Healthcare,Manufacturing,USA,439605486.0913887,111275992.49615142,45078827.33103414,12959676.766596897,40478040.31289061,427023687.93467104,226076193.63827232,200947494.29639876,0.2736874705759542,0.1522345925001446,0.1025438233991074,-0.0282472103332728,2376,10.819057505451935,79007709.64554109,121668430.87885016,6159403.38388214,1504,0.7652553166398458,1827487929.142685,0.3201656173673449,0.09479108877698422,185019.1439778572,0.4705769257632871
